Name,Street,House_number,Zip_code,City,Tel,Email,Website
Marburger Altenhilfe St. Jakob gemeinnützige GmbH,Sudetenstr.,24,35039,Marburg,06421 95190,info@marburger-altenhilfe.de,http://www.marburger-altenhilfe.de/
Marburger Eltern-Kind-Verein e.V.,Bei St. Jost,9,35039,Marburg,06421 13123,mietz@eltern-kind-verein.de,http://www.eltern-kind-verein.de
Marburger Verein für Selbstbestimmung und Betreuung e.V.,Am Grün,16,35037,Marburg,06421 1664650,info@sub-mr.de,http://www.sub-mr.de
Marburger Waldkindergarten e.V. Vorstand,Oberweg,60,35041,Marburg,06421 805262,info@marburger-waldkindergarten.de,http://www.waldkindergarten-marburg.de/
Marie von Boschan-Aschrott-Altersheim-Stiftung,Friedrich-Ebert-Str.,178,34119,Kassel,0561 937640,info@aschrottheim.de,http://www.aschrottheim.de/
Max & Moritz e.V. -Förderverein-,Chauvignystr.,17,65366,Geisenheim,06722 406108,info@ambulantejugendhilfe.de,
MAZ - Mütter-Aktions-Zentrum e.V. im Südkreis Groß-Gerau,Odenwaldring,33,64589,Stockstadt/Rh.,06158 878680,info@m-a-z.org,http://www.muetter-aktions-zentrum.de/
Medienblitz - Verein zur Förderung der Medienkompetenz e.V.,Wahlershäuser Str.,54,34130,Kassel,0561 3165454,medien@susanne-holbein.de,http://www.susanne-holbein.de
"Menetekel, Förderverein akzeptierende Drogenhilfe und betreute Wohnformen e.V.",Gagernstr.,1 a,64283,Darmstadt,06151 1540100 oder 06151 1526555 (AB),info@menetekel-ev.de,http://www.menetekel-ev.de/
Mensch mach mit! e. V.,Mainzer-Tor-Anlage,4,61169,Friedberg,06031 6726827,klaus.schumacher@mensch-mach-mit.de,http://www.mensch-mach-mit.de
Menschenskinder - Werkstatt für Familienkultur e.V.,Siemensstr.,3a,64289,Darmstadt,06151 3604595,info@menschenskinder-darmstadt.de,http://www.menschenskinder-darmstadt.de
MezzoMezzo - Verein für geschlechtsbezogene Kinder- und Jugendarbeit e.V.,Am Industriehof,7-9,60487,Frankfurt,069 704272,info@mezzomezzo.net,http://www.mezzomezzo.net/
MigraMundi e.V.,Friedrichstr.,32,65185,Wiesbaden,0611 97150872,s.prada@migramundi.de,http://www.migramundi.de
Migrantinnenverein Frankfurt e.V.,Rudolfstr.,13,60327,Frankfurt,,zehay@arcor.de,
Minikindergarten Kuckucksnest e.V.,Schlesische Str.,1,63584,Gründau,06051 12743,lasloschuett@t-online.de,
Missionshaus EBEN-EZER - Heim für Heimatlose e.V.,Im Eichwäldchen,23,64668,Rimbach-Mitlechtern,06253 6431,hannes.motsch@t-online.de,www.missionshausebenezer.de
Miteinander - Füreinander Oberes Fuldatal e.V.,Schulstr.,3,36157,Ebersburg,06656 98216,info@mit-und-fuer.de,http://www.mit-und-fuer.de
Miteinander Leben und Lernen e.V.,Paul-Natorp-Str.,9-11,35043,Marburg-Cappel,06421 948190,,
Mittendrin für Alle e. V.,Schinnwasen,1,35794,Mengerskirchen,,,
mittendrin leben Werk-Hilfe e.V.,Schachter Str.,18-20,34379,Calden,05674 99820,info@werk-hilfe.de,
Mu-Ki-Va Treffpunkt für Frau und Familie e.V. (Mütterzentrum),Rendeler Str.,48,60385,Frankfurt,069 447460,info@mukiva.de,http://www.mukiva.de/
Müfaz. Das Mütter&Familienzentrum e.V.,Friedberger Str.,10,61231,Bad Nauheim,06032 31233,info@muefaz.de,http://www.muefaz.de/
Muskelkranke e.V. Hessen,Obere Zeil,4,61440,Oberursel/Ts.,06171 590950,hjw@wohlleben.de,http://www.muskelkranke-hessen.de/
Mütter- und Familienzentrum Lorsch e.V.,Schulstr.,25,64653,Lorsch,06251 587369,info@muetze-lorsch.de,http://www.muetze-lorsch.de/
"Mutter-und-Kind-Café - Treffpunkt für Mütter, Väter und Kinder e.V.",Ludwigstr.,58,63263,Neu-Isenburg,06102 23535,Info@mutterkindcafe.de,http://www.mutterkindcafe.de
Mütterzentrum Langen e.V.,Zimmerstr.,3,63225,Langen,06103 53344,muetterzentrum@zenja-langen.de,http://www.muetterzentrum-langen.de/
Mütterzentrum Marburg e.V.,Bunsenstr.,9,35037,Marburg,06421 24102,muetterzentrum.Marburg@web.de,http://www.muetterzentrum-marburg.de/
Mütterzentrum Seligenstadt e.V.,Berliner Str.,11,63500,Seligenstadt,06182 6407383,vorstand_weibernest@web.de,
MüZe - Mütter- und Familienzentrum Karben e.V.,Berliner Str.,12,61184,Karben,06034 50 98 97 4,info@mueze-karben.de,http://www.mueze-karben.de
Nachbarschaftshaus Wiesbaden e.V.,Postfach,12 05 08,65203,Wiesbaden,0611 967210,info@nachbarschaftshaus-wiesbaden.de,http://www.nachbarschaftshaus-wiesbaden.de/
Nachbarschaftsheim Darmstadt e.V.,Heidelberger Str.,56,64285,Darmstadt,06151 63278,info@nbh-darmstadt.de,http://www.nbh-darmstadt.de/
"Nachbarschaftshilfe Bornheim, Beratungs-, Schul- und Werkhaus e.V.",Petterweilstr.,4-6,60385,Frankfurt,069 4980305,info@nachbarschaftshilfe-bornheim.de,http://www.nachbarschaftshilfe-bornheim.de/
Nachbarschaftszentrum Ginnheim e. V.,Ginnheimer Hohl,14H,60431,Frankfurt am Main,069 50356679,info@nbz-ginnheim.de,http://www.nbz-ginnheim.de
Naturkindergarten Holzhausen UG (haftungsbeschränkt),Am Lindenring,6,35112,Fronhausen,06426 9667440,waldkindergarten-holzhausen@posteo.de,
Neo e.V.,Giessener Str.,13,35043,Marburg,,neo.ev@gmx.de,
Netzwerk für Flüchtlinge Rödermark e.V.,Mühlengrund,17,63322,Rödermark,06074 61649,NetzwerkIntegrationRoedermark@t-online.de,http://www.netzwerk-integration-roedermark.de/
Netzwerk für Teilhabe und Beratung - NTB e.V.,Auf der Weide,1,35037,Marburg,06424 5499,vorstand@netzwerk-teilhabe.de,www.teilhabeberatung.de
Neue Hoffnung e.V.,Hauptstr.,70-72,65375,Oestrich-Winkel,06723 999333,vorstand@neue-hoffnung-sh.org,http://www.neue-hoffnung-sh.org
Neue Wohnraumhilfe gemeinnützige Gesellschaft mit beschränkter Haftung,Elisabeth-Selbert-Str.,26,64289,Darmstadt,06151 780770,kontakt@neue-wohnraumhilfe.de,http://www.neue-wohnraumhilfe.de
Neuorientierung und Selbstfindung e.V.,Postfach,900351,60443,Frankfurt,,nus-ev@mail.de,www.nus-ev.de
Neuro-medizinisches Institut e.V. c/o Sekretariat Dr. M. Gross,Niederräder Landstr.,54,60528,Frankfurt,069 6787244,,
NICK gemeinnützige GmbH,Vogelsbergstr.,212,63679,Schotten,06044 60090,kromm@schotten-sozial.de,
Nordstadtverein e.V.,Reichenberger Str.,9,35396,Gießen,0641 96997880,stadtteilmanagement@nordstadtverein-giessen.org,http://www.nordstadtverein-giessen.org
Notdienst für Mütter/Väter e.V.,Mittelstr.,4,64572,Büttelborn,,reception@villa-epting.de,
Odenwälder Frauenhaus e.V.,Postfach,12 01,64702,Erbach/Odenwald,06062 5646,info@frauenhaus-erbach.de,
Odenwälder Verein für Bildungs- und Kulturarbeit e.V.,Lindenstr.,14,64720,Michelstadt,06061 72946,lernstubb@t-online.de,http://www.lernstubb-odenwald.de/
Offenbacher Arbeitsgruppe Wildhof e.V. Suchthilfezentrum Wildhof,Löwenstr.,4-8,63065,Offenbach,069 98195310,vorstand@shz-wildhof.de,http://www.shz-wildhof.de/
Opfer- und Zeugenhilfe Kassel e.V.,Wilhelmshöher Allee,101,34121,Kassel,0561 282070,info@kasseler-hilfe.de,http://www.kasseler-hilfe.de/
Outlaw Kassel gemeinnützige Gesellschaft für Kinder- und Jugendhilfe mbH,Holländische Str.,208,34127,Kassel,0561 983530,info@outlaw-kassel.de,http://www.outlaw-kassel.de
Pädagogisch-Therapeutische Wohngruppen Schumann-Held GmbH,Am Borngarten,6,36277,Schenklengsfeld-Wüstfeld,06629 808479,Ptw@Ptw-Hef.de,
Pädagogische Ideenwerkstatt Darmstadt e.V.,Soderstr.,16,64283,Darmstadt,06151 7875507,nurcanyapar@hotmail.de,
Pädagogische Initiative e.V. c/o Schiller-Schule,Müllerstr.,11-13,64289,Darmstadt,06151 997908,ingeborg.scharf@pi-darmstadt.de,
"Pädagogische Perspektiven e.V.  -  Hilfe bei Erziehungs-, Bildungs- und Integrationsprozessen e.V.",Franseckystr.,2,65346,Eltville am Rhein (Erbach),06722 9949681,mail@paed-perspektiven.de,http://www.paed-perspektiven.de
Pädagogisches Bildungswerk e.V.,Oppenheimer Ldstr.,55,60596,Frankfurt am Main,069 15043210,info@pbw-rheinmain.de,http://www.pbw-rheinmain.de
Palliativ- und Hospiznetz Hofgeismar e.V.,Liebenauer Str.,1,34369,Hofgeismar,05671 6090964,kontakt@palliativ-hospiznetz-hofgeismar.de,http://www.palliativ-hospiznetz-hofgeismar.de
PARITÄTISCHE Projekte gemeinnützige Gesellschaft mbH,Auf der Körnerwiese,5,60322,Frankfurt am Main,069 9552620,info@paritaet-projekte.org,http://www.paritaet-projekte.org/
Paritätischer Betreuungsverein Darmstadt e.V.,Poststr.,9,64293,Darmstadt,06151 851592,paribv@t-online.de,
Paritätischer Betreuungsverein Frankfurt am Main e.V.,Fischerfeldstraße,7-11,60311,Frankfurt,069 21995673,betreuungsverein@pbv-frankfurt.de,
Paritätisches Bildungswerk Hessen e. V.,Heinrich-Hoffmann-Str.,3,60528,Frankfurt am Main,069 67728101,info@pbhessen.de,http://www.pbhessen.de
Partner für psychisch Kranke im Landkreis Kassel e.V.,Theodor-Heuss-Str.,15,34260,Kaufungen,05605 946710,partner-psz-kaufungen@t-online.de,
Patienteninitiative Kassel e.V.,Wilhelmshöher Allee,261,34131,Kassel,0561 68782,info@patienteninitiative-kassel.de,http://www.patienteninitiative-kassel.de/
Perspektive Russland e.V.,Hainer Hof,1,60311,Frankfurt am Main,069 13886840,perspektive-russland@t-online.de,http://www.russlandhilfe.de/
PERSPEKTIVEN gemeinnützige GmbH c/o Perspektiven e.V.,Alberusstr.,5,61440,Oberursel,06171 503990,schueller-ostermann@perspektivenev.de,
"PERSPEKTIVEN, psychosozialer Verein zur Förderung von Wohn-, Arbeits- und Freizeitinitiativen e.V.",Alberusstr.,5,61440,Oberursel,06171 503990,info@perspektivenev.de,http://www.perspektivenev.de/
Perspektivwechsel e.V.,Bäckerweg,11,60316,Frankfurt,069 436766,info@perspektivwechsel.org,http://www.perspektivwechsel.org/
PFAD für Kinder PFlege- und ADoptivfamilien im Hochtaunuskreis e.V.,Lindenstr.,2a,61440,Oberursel,06171 580353,pfad-htk@t-online.de,
"PFAD, Interessengemeinschaft für Pflege- und Adoptivfamilien, Werra-Meißner-Kreis, Kassel Stadt und Land e...",Hellmut-von-Gerlach-Str.,18,34121,Kassel,05651 23780,info@pfad-wmk-kassel.de,
"Pflege, Hilfe und Betreuung e.V.",Bahnhofstr.,1,34369,Hofgeismar,05671 6470,info@phb-ev.de,http://www.phb-ev.de/
Philip Julius - Verein zur Förderung mehrfach schwerstbehinderter Menschen und ihrer Familien e.V.,Kirchstraße,1,61118,Bad Vilbel-Gronau,,info@philip-julius.de,www.philip-julius.de
Philippstiftung e.V. Fachklinik für Lungenerkrankungen,Robert-Koch-Str.,3,34376,Immenhausen,05673 5010,b.boehling@lungenfachklinik-immenhausen.de,http://www.lungenfachklinik-immenhausen.de/
piAno e.V.,Neue Fahrt,2,34117,Kassel,0561 70001750,info@piano-kassel.de,http://www.piano-kassel.de
Ponydrome Kassel Therapeutisches Reiten e.V.,Lange Str.,93,34131,Kassel,0561 16958,c.boenigk@web.de,http://www.ponydrome.de/
Praunheimer Werkstätten gemeinnützige Gesellschaft mit beschränkter Haftung,Christa-Maar-Straße,2,60488,Frankfurt,069 95 10 355 - 22,geschaeftsstelle@pw-ffm.de,http://www.pw-ffm.de/
"pro familia - Deutsche Gesellschaft für Familienplanung, Sexualpädagogik + Sexualberatung e.V.",Vor dem Kanaltor,3,63450,Hanau,06181 21854,hanau@profamilia.de,http://www.profamilia.de
"Pro Familia Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung e.V., Kreisverband Offenbach",Paul-Ehrlich-Str.,5,63128,Dietzenbach,06074 2265,dietzenbach@profamilia.de,http://www.profamilia.de/outputdb/30Details/30/453
"Pro Familia Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung e.V., Ortsverband Schlüchtern",Unter den Linden,15,36381,Schlüchtern,06661 2071,schluechtern@profamilia.de,http://www.profamilia.de/hessen/schluechtern
"pro familia deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung e.V. Kreisverband Vogelsberg",Ludwigsplatz,4,36304,Alsfeld,06631 6207,alsfeld@profamilia.de,http://www.profamilia.de/outputdb/32Alsfeld/32/449
"Pro Familia Deutsche Gesellschaft für Familienplanung, Sexualpädagogikund Sexualberatung e.V.,Ortsverband Fulda e...",Heinrichstr.,35,36037,Fulda,0661 48049690,fulda@profamilia.de,http://www.profamilia.de/hessen/fulda
"Pro Familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung Kreisverband Hochtaunus e...",Dr. Fuchs-Str.,5,61381,Friedrichsdorf,06172 74951,friedrichsdorf@profamilia.de,http://www.profamilia.de/outputdb/32Beratungsstellen/32/459
"Pro Familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung Ortsverband Marburg e...",Frankfurter Str.,66,35037,Marburg,06421 21800,renate.reddemann@profamilia.de,http://www.profamilia.de/outputdb/32Marburg/32/467
"Pro Familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung e.V., Ortsverband Wiesbaden",Langgasse,3,65183,Wiesbaden,0611 376516,cornelia.mertins-baumbach@profamilia.de,http://www.profamilia.de/outputdb/32Wiesbaden/32/471
"Pro Familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung, Landesverband Hessen e...",Palmengartenstr.,14,60325,Frankfurt,069 447061,lv.hessen@profamilia.de,http://www.profamilia.de/outputdb/30Details/30/447
"Pro Familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung, Ortsverband Frankfurt am Main e...",Palmengartenstr.,14,60325,Frankfurt,069 90744744,frankfurt-main@profamilia.de,http://www.profamilia.de/frankfurt-main
"Pro Familia, Deutsche Gesellschaft für Sexualberatung, Sexualpädagogik und Familienplanung e.V. Kreisverein Kassel Stadt und Land",Breitscheidstr.,7,34119,Kassel,0561 76619250,kassel@profamilia.de,http://www.profamilia.de/kassel
"pro familia, Deutsche Gesellschaft für  Familienplanung, Sexualpädagogik  und Sexualberatung e.V.  Kreisverband Groß-Gerau",Lahnstr.,30,65428,Rüsselsheim,06142 12142,andrea.guerke@profamilia.de,http://www.profamilia.de/outputdb/32R_uesselsheim/32/588
"pro familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung e.V. Bezirksverband Darmstadt-Bensheim",Landgraf-Georg-Str.,120,64287,Darmstadt,06251 68191,darmstadt@profamilia.de,http://www.profamilia.de/darmstadt
"pro familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung e.V. Ortsverband Offenbach/Main",Domstr.,43,63067,Offenbach,069 8509680-0,offenbach@profamilia.de,
"pro familia, Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung, Ortsverband Gießen e...",Liebigstr.,9,35390,Gießen,0641 77122,giessen@profamilia.de,http://www.profamilia.de/outputdb/32Gie_szen/32/462
PRO INKLUSIO - Gemeinnützige Gesellschaft für soziale und berufliche Teilhabe mbH,Emil-von-Behring-Str.,4,60439,Frankfurt am Main,069 95808-0,info@pro-inklusio.org,http://www.pro-inklusio.org
pro liberi Mittelhessen gemeinnützige GmbH,Grüninger Weg,29,35415,Pohlheim,06404 804239,u.seifert@proLiberi.de,http://www.proliberi.de
PROFILE gemeinnützige Gesellschaft mit beschränkter Haftung,Rooseveltstr.,9,35394,Gießen,0641 5592610,andreas.bein@profile-ggmbh.de,http://www.profile-ggmbh.de/
ProFund e.V. c/o Der PARITÄTISCHE Regionalgeschäftsstelle Offenbach,Frankfurter Str.,48,63065,Offenbach,069 80106500,kontakt@profundev.de,http://www.profundev.de/
Projekt-Lebensbogen e. V.,Auf dem Dörnberg,13,34289,Zierenberg,05606 5639079,judith.vds@projekt-lebensbogen.de,www.lebensbogen.org
Projektgruppe Bahnhofsviertel e.V. Hilfe für Menschen in seelischer Not,Gutleutstraße,121,60327,Frankfurt,069 766579,team@teestube-Jona.de,http://www.Teestube-Jona.de
Projektgruppe Margaretenhütte e.V. (PGM),Henriette-Fürth-Str.,24,35398,Gießen,0641 77324,buero@margaretenhuette.de,http://www.margaretenhuette.de
PsychNet Kassel e.V.,Kölnische Str.,54a,34117,Kassel,,,
Psychosoziale Arbeit Breitenau e.V.,Postfach,1210,34300,Guxhagen,05681 932720,peterligniez@t-online.de,
Psychosozialer Förderkreis Schlüchtern e.V.,Dreibrüderstr.,12,36381,Schlüchtern,06661 73920-50,info@psz-rosengarten.de,http://www.psz-rosengarten.de/
Psychosozialer Hilfsverein Heppenheim e.V.,Darmstädter Str.,23-25,64646,Heppenheim,06252 78421,info@psh-heppenheim.de,http://www.psh-heppenheim.de/
Psychosoziales Zentrum SEN GmbH,Rotenburger Str.,14,34212,Melsungen,05661 920631,verwaltung@psz-schwalm-eder-nord.de,http://www.psz-schwalm-eder-nord.de
Queer-Hanau e. V.,Alfred-Delp-Str.,10,63450,Hanau,,vorstand@queer-hanau.de,http://www.Queer-Hanau.de
QUIT-Suchtberatung und Prävention e.V.,Friedrichsplatz,2-3,34117,Kassel,0561 2079832,info@quit-beratung.de,http://www.quit-beratung.de
Rambazotti – internationaler Kinder- und Jugendcircus e.V.,Ludwig-Erhard-Str.,21,34131,Kassel,0561 44440,info@rambazotti.de,http://www.circus-rambazotti.de/
Rasselbande e.V. Verein zur Unterstützung der Kleinkindererziehung,Brandenburger Str.,5,34131,Kassel,0561 311490,raba-kassel@gmx.de,http://www.rasselbande-kassel.de/
RaSt e.V.,Fleckenbühl,6,35091,Cölbe,06427 9221117,r.meyer@rast-ev.de,http://www.rationales-selbsthilfe-training.de/
Regionale Arbeitsgemeinschaft der Selbsthilfegruppen Main-Kinzig e.V.,Bahnhofstr.,12,63571,Gelnhausen,06051 4162,sekos-gelnhausen@t-online.de,http://www.sekos-gelnhausen.de/
Reinheimer Bürgergemeinschaft für Behinderte e.V.,Kirchstr.,24,64354,Reinheim,06162 82443,buergergem@outlook.de,
RequiSiT e.V.,An der Urbahnsmühle,1,65795,Hattersheim,06190 888119,info@theater-requisit.de,http://www.theater-requisit.de
RheinMainBildung gGmbH,Neebstr.,3,60385,Frankfurt,069 4800059-0,info@rheinmainbildung.de,http://www.rheinmainbildung.de
Rheuma-Liga Hessen e.V.,Dornhofstr.,18,63263,Neu-Isenburg,06102 8109750,info@rheuma-liga-hessen.de,http://www.rheuma-liga-hessen.de
Rosenhofstiftung in Linden,Dresdener Str.,28,35440,Linden,0160 7059000,Rosenhofstiftung-Linden@gmx.de,
Rudolf Steiner Institut für Sozialpädagogik Kassel e.V.,Wilhelmshöher Allee,261,34131,Kassel,0561 9308830,info@steiner-institut.de,http://www.steiner-institut.de
Rumi imPuls e.V.,Offenbacher Landstr.,440b,60599,Frankfurt,,info@rumi-impuls.de,www.rumi-impuls.de
RUNDUM Gesellschaft für häusliche Alten- und Krankenpflege gemeinnützige GmbH,Annastr.,11,34119,Kassel,0561 712690,kontakt@rundum-assistenz.de,http://www.rundum-assistenz.de
Rüsselsheimer Kunst- und Kulturverein e. V.,Neckarstr.,2a,65428,Rüsselsheim,0173 3761246,refiyesahan@rumi-ev.de,www.rumi-ev.de
Sanitätsverein Neu-Isenburg 1861 e.V.,Schützenstr.,61,63263,Neu-Isenburg,06102 22250,info@pflegedienst-ni.de,http://www.pflegedienst-ni.de
Schilasmühle UG (haftungsbeschränkt),Kreuzerhohl,13,60439,Frankfurt,069 58030949,info@schilasmuehle.de,www.schilasmuehle.de
Selbsthilfe  e.V.,Sonnemannstr.,3,60314,Frankfurt,069 559444,service@selbsthilfe-frankfurt.net,http://www.selbsthilfe-frankfurt.net/
Selbsthilfe Körperbehinderter Hanau/Gelnhausen e.V.,Am Rathaus,65b,63526,Erlensee,06183 91520,verein@selbsthilfe-erlensee.de,http://www.selbsthilfe-erlensee.de
Selbsthilfe- und Nachbarschaftszentrum Ostend e.V.,Waldschmidtstraße,39,60316,Frankfurt,069 439645,info@nbz-ostend.de,http://www.nbz-ostend.de/
Selbsthilfegruppe - für bewegungsgestörte Kinder und Erwachsene e.V.,Karlstr.,10,37235,Großalmerode/Rommerode,05604 918060,fueralexander@t-online.de,
Selbsthilfeverein für gesunde Lebensstile und Lebenskultur - besser leben e.V.,Rittershausstr.,5,61231,Bad Nauheim,06032 804572,info@besser-leben-eV.de,http://www.besser-leben-ev.de/
Selbsthilfevereinigung für Lippen - Gaumen - Fehlbildungen e.V. - Wolfgang Rosenthal- Gesellschaft -,Hauser Gasse,16,35578,Wetzlar,06441 8973285,wrg@lkg-selbsthilfe.de,www.lkg-selbsthilfe.de
SELF Kassel e.V. - Selbstbestimmt und engagiert Lernen und Fördern in Kassel,Untere Königstr.,46a,34117,Kassel,0561 50349252,info@self-kassel.de,http://www.self-kassel.de
Seniorenarbeitskreis Oberlahn e.V. (ehemals SWA),Ringstr.,5,35781,Weilburg,06471 912778,Hero.Buchmann@t-online.de,
Seniorenhilfe e.V.,Viehhof,3,36396,Steinau an der Straße,06663 96060,seniorenhilfe-steinau@t-online.de,httP://www.seniorenhilfe-steinau.de
Seniorenhilfe Eppertshausen e.V.,Feldstr.,3,64859,Eppertshausen,06071 496592,SHE.ev@gmx.de,
Seniorenhilfe Langen e.V.,Zimmerstr.,3,63225,Langen,06103 22504,seniorenhilfe@zenja-langen.de,http://www.seniorenhilfe-langen.de
Seniorenhilfe Obertshausen e.V. (SHO) - Aktiv für Jung und Alt,Grenzstraße,16,63179,Obertshausen,06104 43322,info@seniorenhilfe-obertshausen.de,http://www.seniorenhilfe-obertshausen.de/
Seniorenhilfe Offenbach e.V.,Lämmerspieler Weg,43,63071,Offenbach,069 87876443,isser@seniorenhilfe-offenbach.com,http://www.seniorenhilfe-offenbach.com
Seniorenhilfe Rödermark e.V.,Mühlengrund,17,63322,Rödermark,06074 862606,info@seniorenhilfe-roedermark.de,http://www.seniorenhilfe-roedermark.de
Sesam e.V. Verein zur Realisierung von Ideen junger Menschen in Alltag und Zukunft,Eschebergstr.,23,34128,Kassel,0561 7875148,sesam.kassel@gmx.de,
SFG - Servicegesellschaft für Frankfurt und Grüngürtel gGmbH,Bleichstraße,11,60313,Frankfurt/Main,069 9288486-0,info@sfg-frankfurt.de,http://www.sfg-frankfurt.de
"SHK Service ""gem."" GmbH",Am Rathaus,65b,63526,Erlensee,06183 915217,gmbh@selbsthilfe-erlensee.de,http://www.selbsthilfe-erlensee.de/
SOLVERE gemeinnützige Gesellschaft mit beschränkter Haftung,Stahlstraße,34,65428,Rüsselsheim,06142 3019810,u.boehmer@solvereggmbh.de,http://www.solvereggmbh.de
Sonnenkinder Elterninitiative Handicap e.V.,Wilhelm-Ringelband-Weg,20,64625,Bensheim,06251 936830,buero@sonnenkinder-bergstrasse.de,http://www.sonnenkinder-bergstrasse.de
Sorgentelefon für Kinder und Jugendliche e.V. Kinder und Jugendtelefon,Postfach,900717,60447,Frankfurt am Main,069 70795977,vorstand@kjt-frankfurt.de,http://www.kjt-frankfurt.de/home/
SOS Kinderdorf e.V.,Renatastr.,77,80639,München,089 126060,info@sos-kinderdorf.de,http://www.sos-kinderdorf.de/
Sozial-Pädagogisches Zentrum e.V.,Hügelstr.,69,60433,Frankfurt,069 530930,info@fachseminar-altenpflege.de,
Sozialdienst im freikirchlichen Bund der Gemeinde Gottes e.V.,Bahnhofstr.,6,34278,Gudensberg,05603 93456,walter.berle@sozialdienst-fbgg.de,http://www.sozialdienst-fbgg.de/
Soziale Förderstätten für Behinderte e.V.,Fröbelweg,2,36179,Bebra,06622 409500,aks36266@aol.com,http://www.sfb-ev.de/
Soziale Hilfe e.V.,Kölnische Str.,35,34117,Kassel,0561 7073800,info@soziale-hilfe-kassel.de,http://www.soziale-hilfe-kassel.de/
Soziale Hilfe Marburg e.V.,Molkereistr.,6,35039,Marburg,06421 988490,verwaltung.shm@soziale-hilfe-marburg.de,http://www.soziale-hilfe-marburg.de/
Soziale Hilfsdienste Raunheim e.V.,Gottfried-Keller-Str.,27,65479,Raunheim,06142 942697,kbh@haas-raunheim.de,
Sozialer Friedensdienst Kassel e.V.,Annastr.,11,34119,Kassel,0561 712680,info@sfd-kassel.de,http://www.sfd-kassel.de/
Sozialer therapeutischer Drehpunkt Verein für ambulante soziale therapeutische Beratungs- und Behandlungsdienste mit integrativen Gruppen für Kinder mit und ohne Behinderung e...,Chattenstr.,40 a,65719,Hofheim,06192 309200,info@drehpunkt.org,http://www.drehpunkt.org/
Soziales Netzwerk Kirchhain e. V.,Chemnitzer Str.,1,35274,Kirchhain,06422 8500080,info@soziales-netzwerk-kirc hhain.de,http://www.soziales-netzwerkkirchhain.de
Sozialgruppe Kassel e.V.,Holzmarkt,1,34125,Kassel,0561 9701000,info@sozialgruppe-kassel.de,http://www.sozialgruppe-kassel.de/
SOZIALPSYCHIATRISCHER VEREIN KREIS GROß-GERAU e.V.,Frankfurter Str.,72,64521,Groß-Gerau,06152 6699100,spv@spv-gg.de,http://www.spv-gg.de/
Sozialpsychiatrischer Verein Darmstadt e.V.,Dreibrunnenstraße,11,64287,Darmstadt,06151 2794100,info@sozialpsychiatrischer-verein.de,http://www.sozialpsychiatrischer-verein.de/
Sozialstation Höchst im Odenwald e.V.,Erbacher Str.,84,64739,Höchst,06163 4433,mlindemann@sozialstation-hoechst.de,http://www.sozialstation-hoechst.de/
Sozialtherapeutische Jugendwohngemeinschaft e.V. Jugendhof Pohl-Göns,Bärengasse,16,35510,Pohl-Göns,06033 65271,buero@jugendhof-pohl-goens.de,http://www.jugendhof-pohl-goens.de/
Sozialtherapeutischer Verein Ortenberg - Hilfsfond für psychisch Kranke der Psychiatrischen Klinik Marburg am Ortenberg e...,Rudolf-Bultmann-Str.,8,35039,Marburg,06421 58-64119,Vorstand@sov-ev.de,http://www.sov-ev.de
Sozialtherapie Kassel e.V.,Motzstr.,4,34117,Kassel,0561 2207220,pkern@sozialtherapie-ks.de,http://www.sozialtherapie-ks.de/
Sozialverband VdK Hessen-Thüringen e.V. - Landesgeschäftsstelle -,Gärtnerweg,3,60322,Frankfurt,069 7140020,hessen-thueringen@vdk.de,http://www.vdk.de/
Sozialwerk der Christengemeinschaft Hessen e.V.,Hansteinstr.,1,34121,Kassel,0561 92870,info@albert-kolbe.net,http://www.nikodemuswerk.de/
Sozialwerk der Freien Christengemeinde Darmstadt e.V.,Postfach,1246,64387,Erzhausen,06151 824018,sozialwerk@fcg-darmstadt.de,http://www.fcg-darmstadt.de/
Sozialwerk der Freien Christengemeinde Wiesbaden e.V.,Willi-Juppe-Str.,13,65199,Wiesbaden,0611 451263,Kontakt@Sozialwerk-Wiesbaden.de,http://www.sozialwerk-wiesbaden.de/
Sozialwerk des Verbandes Frankfurter Frauen für Kultur und Bildung e.V.,Saalburgstr.,12,60385,Frankfurt,069 598152,,
Sozialwerk für Hörgeschädigte e.V.,Frankfurter Str.,15-19,65520,Bad Camberg,06434 9320,sozialwerk@freiherr-von-schuetz-schule.de,http://www.freiherr-von-schuetz-schule.de/html/body_sozialwerk.htm
Sozialwerk Hephata e.V. Bad Nauheim,Lindenstr.,18,61231,Bad Nauheim,06032 91040,sozialwerk-hephata@t-online.de,http://www.sozialwerk-hephata.de/
